;Пробег;Модель;Цена;Год;Коробка передач;Кузов;Привод;Цвет;Двигатель
1032;235 000 км;Ford Focus I Рестайлинг;115 000 ₽;2003;механика;хэтчбек 5 дв.;передний;белый;1.6 л/98л.с./Бензин
1033;180 000 км;Ford Focus II Рестайлинг;395 000 ₽;2009;автомат;хэтчбек 5 дв.;передний;голубой;1.6 л/100л.с./Бензин
1034;180 000 км;Ford Focus II Рестайлинг;420 000 ₽;2008;автомат;седан;передний;серый;2.0 л/145л.с./Бензин
1035;258 000 км;Ford Focus II Рестайлинг;350 000 ₽;2010;механика;хэтчбек 5 дв.;передний;синий;1.8 л/125л.с./Бензин
1036;153 592 км;Ford Focus II Рестайлинг;446 450 ₽;2010;механика;седан;передний;серебристый;1.6 л/100л.с./Бензин
1037;132 000 км;Ford Focus III;565 000 ₽;2014;робот;седан;передний;чёрный;1.6 л/105л.с./Бензин
1038;275 000 км;Ford Focus III;430 000 ₽;2011;механика;хэтчбек 5 дв.;передний;белый;1.6 л/105л.с./Бензин
1039;230 570 км;Ford Focus I;103 000 ₽;2001;автомат;седан;передний;синий;2.0 л/131л.с./Бензин
1040;262 000 км;Ford Focus II Рестайлинг;380 000 ₽;2008;автомат;седан;передний;чёрный;1.6 л/100л.с./Бензин
1041;153 235 км;Ford Focus III;555 000 ₽;2011;робот;хэтчбек 5 дв.;передний;серебристый;1.6 л/125л.с./Бензин
1042;172 000 км;Ford Focus II;300 000 ₽;2007;механика;хэтчбек 5 дв.;передний;чёрный;1.8 л/125л.с./Бензин
1043;113 847 км;Ford Focus II;407 000 ₽;2007;автомат;седан;передний;серебристый;1.6 л/100л.с./Бензин
1044;72 849 км;Ford Focus II;377 000 ₽;2007;механика;седан;передний;серебристый;1.4 л/80л.с./Бензин
1045;114 261 км;Ford Focus II Рестайлинг;367 000 ₽;2008;автомат;хэтчбек 5 дв.;передний;серебристый;1.6 л/100л.с./Бензин
1046;111 400 км;Ford Focus III;750 000 ₽;2014;робот;хэтчбек 5 дв.;передний;чёрный;2.0 л/150л.с./Бензин
1047;79 444 км;Ford Focus III Рестайлинг;710 000 ₽;2016;робот;седан;передний;чёрный;1.6 л/125л.с./Бензин
1048;180 000 км;Ford Focus II;230 000 ₽;2006;механика;хэтчбек 5 дв.;передний;голубой;1.6 л/100л.с./Бензин
1049;118 500 км;Ford Focus III;555 555 ₽;2012;механика;седан;передний;белый;1.6 л/105л.с./Бензин
1050;175 000 км;Ford Focus II;360 000 ₽;2007;автомат;хэтчбек 5 дв.;передний;синий;2.0 л/145л.с./Бензин
1051;135 550 км;Ford Focus III;475 000 ₽;2011;механика;хэтчбек 5 дв.;передний;красный;1.6 л/105л.с./Бензин
1052;272 000 км;Ford Focus II Рестайлинг;380 000 ₽;2011;автомат;седан;передний;синий;1.6 л/100л.с./Бензин
1053;128 000 км;Ford Focus III;450 000 ₽;2012;робот;хэтчбек 5 дв.;передний;серебристый;1.6 л/125л.с./Бензин
1054;220 000 км;Ford Focus II;350 000 ₽;2006;механика;седан;передний;чёрный;1.8 л/125л.с./Бензин
1055;199 427 км;Ford Focus II Рестайлинг;495 000 ₽;2011;автомат;седан;передний;серый;1.6 л/100л.с./Бензин
1056;110 000 км;Ford Focus III;570 000 ₽;2013;робот;хэтчбек 5 дв.;передний;белый;1.6 л/125л.с./Бензин
1057;235 000 км;Ford Focus II Рестайлинг;340 000 ₽;2008;механика;универсал 5 дв.;передний;синий;1.6 л/100л.с./Бензин
1058;106 000 км;Ford Focus III;560 000 ₽;2013;робот;седан;передний;синий;1.6 л/125л.с./Бензин
1059;35 700 км;Ford Focus III Рестайлинг;745 000 ₽;2018;механика;хэтчбек 5 дв.;передний;серый;1.6 л/85л.с./Бензин
1060;38 000 км;Ford Focus III Рестайлинг;975 000 ₽;2016;автомат;хэтчбек 5 дв.;передний;белый;1.5 л/150л.с./Бензин
1061;171 854 км;Ford Focus II;319 000 ₽;2008;механика;хэтчбек 5 дв.;передний;синий;1.4 л/80л.с./Бензин
1062;221 000 км;Ford Focus II;300 000 ₽;2007;автомат;седан;передний;зелёный;2.0 л/145л.с./Бензин
1063;133 354 км;Ford Focus III;525 000 ₽;2012;робот;хэтчбек 5 дв.;передний;чёрный;2.0 л/150л.с./Бензин
1064;35 584 км;Ford Focus III Рестайлинг;739 000 ₽;2016;робот;седан;передний;серебристый;1.6 л/105л.с./Бензин
1065;54 375 км;Ford Focus III Рестайлинг;855 000 ₽;2018;робот;универсал 5 дв.;передний;белый;1.6 л/105л.с./Бензин
1066;128 000 км;Ford Focus II Рестайлинг;400 000 ₽;2010;механика;хэтчбек 3 дв.;передний;синий;1.6 л/100л.с./Бензин
1067;150 000 км;Ford Focus II Рестайлинг;400 000 ₽;2011;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/100л.с./Бензин
1068;158 000 км;Ford Focus II Рестайлинг;390 000 ₽;2010;автомат;хэтчбек 5 дв.;передний;чёрный;1.6 л/100л.с./Бензин
1069;180 919 км;Ford Focus III;619 000 ₽;2014;робот;универсал 5 дв.;передний;коричневый;2.0 л/150л.с./Бензин
1070;66 036 км;Ford Focus III Рестайлинг;949 000 ₽;2017;автомат;универсал 5 дв.;передний;серый;1.5 л/150л.с./Бензин
1071;89 121 км;Ford Focus III Рестайлинг;795 000 ₽;2017;робот;седан;передний;серый;1.6 л/105л.с./Бензин
1072;91 193 км;Ford Focus III Рестайлинг;750 000 ₽;2018;робот;универсал 5 дв.;передний;бежевый;1.6 л/105л.с./Бензин
1073;124 265 км;Ford Focus III;645 000 ₽;2015;механика;седан;передний;коричневый;1.6 л/105л.с./Бензин
1074;35 749 км;Ford Focus III Рестайлинг;794 000 ₽;2017;робот;седан;передний;чёрный;1.6 л/105л.с./Бензин
1075;99 567 км;Ford Focus III;570 000 ₽;2012;робот;хэтчбек 5 дв.;передний;красный;2.0 л/150л.с./Бензин
1076;101 000 км;Ford Focus II Рестайлинг;449 000 ₽;2010;автомат;хэтчбек 5 дв.;передний;серебристый;1.6 л/100л.с./Бензин
1077;176 000 км;Ford Focus III;454 500 ₽;2012;механика;седан;передний;серый;1.6 л/105л.с./Бензин
1078;93 000 км;Ford Focus II Рестайлинг;489 000 ₽;2009;автомат;хэтчбек 5 дв.;передний;голубой;1.6 л/100л.с./Бензин
1079;65 000 км;Ford Focus III Рестайлинг;799 000 ₽;2017;механика;седан;передний;белый;1.6 л/105л.с./Бензин
1080;251 200 км;Ford Focus II;275 000 ₽;2007;механика;хэтчбек 5 дв.;передний;синий;1.8 л/125л.с./Бензин
1081;99 000 км;Ford Focus III;599 000 ₽;2012;робот;хэтчбек 5 дв.;передний;чёрный;1.6 л/125л.с./Бензин
1082;92 000 км;Ford Focus II Рестайлинг;495 000 ₽;2011;механика;седан;передний;серебристый;1.6 л/115л.с./Бензин
1083;158 879 км;Ford Focus II;295 000 ₽;2008;механика;седан;передний;серебристый;2.0 л/145л.с./Бензин
1084;134 000 км;Ford Focus II Рестайлинг;400 000 ₽;2010;автомат;хэтчбек 5 дв.;передний;серебристый;1.6 л/100л.с./Бензин
1085;187 447 км;Ford Focus II Рестайлинг;345 000 ₽;2007;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/100л.с./Бензин
1086;119 656 км;Ford Focus III;569 000 ₽;2011;робот;седан;передний;серый;1.6 л/125л.с./Бензин
1087;116 253 км;Ford Focus III;643 000 ₽;2011;робот;седан;передний;чёрный;2.0 л/150л.с./Бензин
1088;200 000 км;Ford Focus III;420 000 ₽;2013;механика;универсал 5 дв.;передний;белый;1.6 л/105л.с./Бензин
1089;211 000 км;Ford Focus II;300 000 ₽;2007;автомат;хэтчбек 5 дв.;передний;серебристый;1.6 л/100л.с./Бензин
1090;134 000 км;Ford Focus II Рестайлинг;367 000 ₽;2009;механика;хэтчбек 5 дв.;передний;белый;1.6 л/100л.с./Бензин
1091;198 000 км;Ford Focus II Рестайлинг;380 000 ₽;2008;автомат;седан;передний;чёрный;1.6 л/100л.с./Бензин
1092;200 000 км;Ford Focus II;257 000 ₽;2006;механика;хэтчбек 3 дв.;передний;синий;1.6 л/100л.с./Бензин
1093;213 192 км;Ford Focus II;297 000 ₽;2005;механика;седан;передний;серебристый;1.6 л/100л.с./Бензин
1094;143 000 км;Ford Focus III;469 000 ₽;2012;робот;седан;передний;серый;1.6 л/105л.с./Бензин
1095;115 000 км;Ford Focus II Рестайлинг;365 000 ₽;2008;автомат;хэтчбек 5 дв.;передний;чёрный;1.6 л/100л.с./Бензин
1096;63 632 км;Ford Focus III;609 000 ₽;2013;механика;универсал 5 дв.;передний;чёрный;1.6 л/125л.с./Бензин
1097;235 000 км;Ford Focus II;250 000 ₽;2006;механика;хэтчбек 3 дв.;передний;синий;1.8 л/125л.с./Бензин
1098;250 000 км;Ford Focus II Рестайлинг;330 000 ₽;2008;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/100л.с./Бензин
1099;102 500 км;Ford Focus III Рестайлинг;898 000 ₽;2017;автомат;универсал 5 дв.;передний;белый;1.5 л/150л.с./Бензин
1100;88 888 км;Ford Focus III;545 000 ₽;2012;механика;седан;передний;белый;1.6 л/105л.с./Бензин
1101;205 000 км;Ford Focus III;410 000 ₽;2011;механика;хэтчбек 5 дв.;передний;синий;1.6 л/105л.с./Бензин
1102;82 000 км;Ford Focus III;600 000 ₽;2012;робот;хэтчбек 5 дв.;передний;красный;2.0 л/150л.с./Бензин
1103;142 000 км;Ford Focus II Рестайлинг;355 000 ₽;2008;механика;хэтчбек 5 дв.;передний;синий;1.4 л/80л.с./Бензин
1104;171 000 км;Ford Focus I Рестайлинг;160 000 ₽;2003;автомат;седан;передний;синий;2.0 л/130л.с./Бензин
1105;292 000 км;Ford Focus II;215 000 ₽;2005;механика;хэтчбек 5 дв.;передний;синий;1.6 л/115л.с./Бензин
1106;54 269 км;Ford Focus III Рестайлинг;929 000 ₽;2016;автомат;хэтчбек 5 дв.;передний;синий;1.5 л/150л.с./Бензин
1107;190 000 км;Ford Focus II;300 000 ₽;2006;механика;хэтчбек 3 дв.;передний;синий;1.6 л/115л.с./Бензин
1108;157 000 км;Ford Focus II Рестайлинг;317 000 ₽;2008;механика;седан;передний;серый;1.8 л/125л.с./Бензин
1109;96 089 км;Ford Focus II Рестайлинг;599 000 ₽;2010;автомат;хэтчбек 5 дв.;передний;синий;1.6 л/100л.с./Бензин
1110;283 088 км;Ford Focus II;249 000 ₽;2006;механика;седан;передний;чёрный;1.8 л/125л.с./Бензин
1111;69 426 км;Ford Focus III;699 000 ₽;2012;механика;универсал 5 дв.;передний;чёрный;1.6 л/125л.с./Бензин
1112;112 000 км;Ford Focus III;570 000 ₽;2012;механика;хэтчбек 5 дв.;передний;чёрный;2.0 л/150л.с./Бензин
